type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
status	post_user_1684481268504254	1684481268504254_1985321091753602	https://www.facebook.com/1684481268504254/posts/1985321091753602						2017-09-30T18:44:03+0000	1506797043	"2017-09-30 20:44:03"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985307605088284	https://www.facebook.com/1684481268504254/posts/1985307605088284	"Ebercito Lazarito shared WWE Fans - American Nightmare s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22200851_508234486187286_5215024461320814592_n.jpg?oh=f3a756ce42330a3b30fecb2586326b5f&oe=5A3DFE40	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22200851_508234486187286_5215024461320814592_n.jpg?oh=5d44477e078de4c448bf0066572a4b7b&oe=5A479FFA	https://www.facebook.com/FansLAWWE/videos/508207912856610/	facebook.com	2017-09-30T17:55:09+0000	1506794109	"2017-09-30 19:55:09"	7	0	7	2	9	0	0	0	0	0	7	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985286358423742	https://www.facebook.com/1684481268504254/posts/1985286358423742	"Ebercito Lazarito shared KB Live Football 69 s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22156569_1888854444765921_70184232382627840_n.jpg?oh=043c38cbde0bb6b08e8a5316b22e615e&oe=5A3C2B5E	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22156569_1888854444765921_70184232382627840_n.jpg?oh=22091266455b152544c99e3c5c44bde4&oe=5A41B61B	https://www.facebook.com/1888824884768877/videos/1888825061435526/	facebook.com	2017-09-30T16:50:23+0000	1506790223	"2017-09-30 18:50:23"	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985286225090422	https://www.facebook.com/1684481268504254/posts/1985286225090422	"La Bundesliga"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22184182_1888854324765933_5330560868289609728_n.jpg?oh=545da33ead559b2d1d9696ca2915c476&oe=5A7DC131	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22184182_1888854324765933_5330560868289609728_n.jpg?oh=95b8ea0a5c2cc46c2fbf6f3082a7e8f7&oe=5A7F7D13	https://www.facebook.com/1888824884768877/videos/1888842464767119/	facebook.com	2017-09-30T16:50:06+0000	1506790206	"2017-09-30 18:50:06"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1985285181757193	https://www.facebook.com/1684481268504254/posts/1985285181757193	"Maria Herrera Galindez shared Deportes365 Chile s photo to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22046981_2007170939519315_6095170297074783011_n.png?oh=fa1163b28bf4d22e63b6284a6fdc7028&oe=5A4539FC	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/22046981_2007170939519315_6095170297074783011_n.png?oh=3eec2193421567ff9d175625e6c74e6c&oe=5A8729E9	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2007170939519315/?type=3	facebook.com	2017-09-30T16:46:58+0000	1506790018	"2017-09-30 18:46:58"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985283398424038	https://www.facebook.com/1684481268504254/posts/1985283398424038	"Chelsea vs Manchester city"					2017-09-30T16:39:44+0000	1506789584	"2017-09-30 18:39:44"	7	0	7	0	7	0	0	0	0	0	7	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985281451757566	https://www.facebook.com/1684481268504254/posts/1985281451757566	"Chelsea vs Manchester city"					2017-09-30T16:32:43+0000	1506789163	"2017-09-30 18:32:43"	1	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985278658424512	https://www.facebook.com/1684481268504254/posts/1985278658424512	"Chelsea vs Manchester city"					2017-09-30T16:26:18+0000	1506788778	"2017-09-30 18:26:18"	4	0	4	1	5	0	0	0	0	0	4	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985273368425041	https://www.facebook.com/1684481268504254/posts/1985273368425041	"Querétaro vs Monterrey   Liga MX femenil"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22156438_1969383929942722_2342238927152218112_n.jpg?oh=9cd783935c022622adfcb4d17d7e8b60&oe=5A3FBDBD	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22156438_1969383929942722_2342238927152218112_n.jpg?oh=63b58118d96a8987a5dafe87a84a7b73&oe=5A43409F	"https://www.facebook.com/Super9tv /videos/1969329909948124/"	facebook.com	2017-09-30T16:15:17+0000	1506788117	"2017-09-30 18:15:17"	3	0	3	1	4	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985269718425406	https://www.facebook.com/1684481268504254/posts/1985269718425406						2017-09-30T16:06:11+0000	1506787571	"2017-09-30 18:06:11"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985268971758814	https://www.facebook.com/1684481268504254/posts/1985268971758814	"Atlas vs León liga MX femenil"					2017-09-30T16:03:42+0000	1506787422	"2017-09-30 18:03:42"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985268615092183	https://www.facebook.com/1684481268504254/posts/1985268615092183	"Sevilla vs Málaga"					2017-09-30T16:02:47+0000	1506787367	"2017-09-30 18:02:47"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985258251759886	https://www.facebook.com/1684481268504254/posts/1985258251759886	"Ebercito Lazarito shared Football is Life s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22156320_134497877187562_9043375983318532096_n.jpg?oh=7f37a193e6db0c37f9a52bca6d6814bf&oe=5A3A534C	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22156320_134497877187562_9043375983318532096_n.jpg?oh=211b1744b8da1cdef4f53c6ca756bad1&oe=5A7C25F6	https://www.facebook.com/134363787200971/videos/134494980521185/	facebook.com	2017-09-30T15:31:43+0000	1506785503	"2017-09-30 17:31:43"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985257785093266	https://www.facebook.com/1684481268504254/posts/1985257785093266						2017-09-30T15:29:58+0000	1506785398	"2017-09-30 17:29:58"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985244741761237	https://www.facebook.com/1684481268504254/posts/1985244741761237						2017-09-30T15:03:00+0000	1506783780	"2017-09-30 17:03:00"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
link	post_user_1684481268504254	1684481268504254_1985240441761667	https://www.facebook.com/1684481268504254/posts/1985240441761667	"Yunier Ferrán Sánchez shared Play-Off Magazine s post to the group: DEPORTES EN VIVO."	https://external.xx.fbcdn.net/safe_image.php?d=AQAo6xF7-xhCDIuV&w=130&h=130&url=http%3A%2F%2Fwww.playoffmagazine.com%2Fwp-content%2Fuploads%2F2017%2F09%2Flomachenko-rigondeaux-Cuba-Play-Off-boxeo.jpg&cfs=1&sx=330&sy=0&sw=380&sh=380&_nc_hash=AQA-cAdF5JD5oMFO	https://external.xx.fbcdn.net/safe_image.php?d=AQDp_XP2MTEAdsXz&url=http%3A%2F%2Fwww.playoffmagazine.com%2Fwp-content%2Fuploads%2F2017%2F09%2Flomachenko-rigondeaux-Cuba-Play-Off-boxeo.jpg&_nc_hash=AQAdGjv_bw7Sp2Bb	http://www.playoffmagazine.com/rigondeaux-vs-lomachenko-casi-agotados-los-boletos/	playoffmagazine.com	2017-09-30T14:56:59+0000	1506783419	"2017-09-30 16:56:59"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
link	post_user_1684481268504254	1684481268504254_1985239308428447	https://www.facebook.com/1684481268504254/posts/1985239308428447	"Yunier Ferrán Sánchez shared Play-Off Magazine s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t39.2147-6/c27.0.130.130/p130x130/21880185_1748819232094273_4469386514891014144_n.jpg?oh=a8f07b6154593bd8af7e2bc289d8137a&oe=5A80CFDF	https://scontent.xx.fbcdn.net/v/t39.2147-6/21880185_1748819232094273_4469386514891014144_n.jpg?oh=406e7eeb3030d9fcad58061650eb3651&oe=5A514931	http://www.playoffmagazine.com/play-ball-la-caida-de-un-lider/	playoffmagazine.com	2017-09-30T14:54:46+0000	1506783286	"2017-09-30 16:54:46"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985231625095882	https://www.facebook.com/1684481268504254/posts/1985231625095882	"Veracruz vs pumas   Liga MX femenil"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22196702_1740761782896666_7029089746592727040_n.jpg?oh=8961de7050f1fb556a6e83e2a65ad1ea&oe=5A50E170	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22196702_1740761782896666_7029089746592727040_n.jpg?oh=5246ab84d719603b6a1cc7793235f494&oe=5A421C52	https://www.facebook.com/tibuvision/videos/1740710702901774/	facebook.com	2017-09-30T14:39:46+0000	1506782386	"2017-09-30 16:39:46"	5	0	5	2	7	0	0	0	0	0	5	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985231288429249	https://www.facebook.com/1684481268504254/posts/1985231288429249	"La premier"					2017-09-30T14:38:51+0000	1506782331	"2017-09-30 16:38:51"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985230748429303	https://www.facebook.com/1684481268504254/posts/1985230748429303	"Mkt Edgar González shared Hoy ContraParte s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22155699_1049849185157810_8371742754350301184_n.jpg?oh=55a1f2b027f3f2bcbdcfc45ff5be24ac&oe=5A81516E	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22155699_1049849185157810_8371742754350301184_n.jpg?oh=749e5f489a43e8877e666cea3e33ad2c&oe=5A7DCE4C	https://www.facebook.com/www.contraparte.mx/videos/1049808815161847/	facebook.com	2017-09-30T14:37:46+0000	1506782266	"2017-09-30 16:37:46"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
link	post_user_1684481268504254	1684481268504254_1985228351762876	https://www.facebook.com/1684481268504254/posts/1985228351762876	"Tim Rowley shared Panamericanworld Español s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t39.2147-6/c48.0.130.130/p130x130/21977565_937859236353403_5513828200846721024_n.jpg?oh=ae5a25ddd0e49a94e489f720ee10c2aa&oe=5A8706F8	https://scontent.xx.fbcdn.net/v/t39.2147-6/21977565_937859236353403_5513828200846721024_n.jpg?oh=13078a9152078e2dffdc45314440d896&oe=5A412017	https://www.panamericanworld.com/es/articulo/10-mejores-jugadores-latinoamericanos-de-todos-tiempos	panamericanworld.com	2017-09-30T14:31:07+0000	1506781867	"2017-09-30 16:31:07"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985223005096744	https://www.facebook.com/1684481268504254/posts/1985223005096744	"La Bundesliga"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22162021_125319028128869_6108164357927993344_n.jpg?oh=ac1a8a88674726e3f7a44b06d7af2ea7&oe=5A4FFA64	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22162021_125319028128869_6108164357927993344_n.jpg?oh=67c0fc29659b1f7ff300c9944cf6456a&oe=5A818CDE	https://www.facebook.com/123796324947806/videos/125313101462795/	facebook.com	2017-09-30T14:18:56+0000	1506781136	"2017-09-30 16:18:56"	11	0	11	1	12	0	0	0	0	0	11	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985222121763499	https://www.facebook.com/1684481268504254/posts/1985222121763499	"Premier League"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22183883_1893073500707764_949642334574739456_n.jpg?oh=cbd3e0db46445fb52b433dff6e9ee5c4&oe=5A82C397	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22183883_1893073500707764_949642334574739456_n.jpg?oh=b966513b76aa7c3bba33f54d3222c5e0&oe=5A46072D	https://www.facebook.com/laportadamx1/videos/1892947274053720/	facebook.com	2017-09-30T14:16:12+0000	1506780972	"2017-09-30 16:16:12"	22	0	22	5	27	0	0	0	0	0	22	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1985013871784324	https://www.facebook.com/1684481268504254/posts/1985013871784324	"¡Divertido en interesante!"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22161976_274533129725927_8484811895881072640_n.jpg?oh=6c7da399ac975d1284cfd7c5d0dd98ab&oe=5A7E3EAE	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22161976_274533129725927_8484811895881072640_n.jpg?oh=bb091e3c2907730606fb8e41e583d744&oe=5A4CF714	https://www.facebook.com/GoChallengeOf/videos/274532039726036/	facebook.com	2017-09-30T03:17:04+0000	1506741424	"2017-09-30 05:17:04"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985003351785376	https://www.facebook.com/1684481268504254/posts/1985003351785376	"Atlas vs Veracruz"					2017-09-30T02:48:31+0000	1506739711	"2017-09-30 04:48:31"	1	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1985001861785525	https://www.facebook.com/1684481268504254/posts/1985001861785525	"Atlas vs Veracruz"					2017-09-30T02:42:20+0000	1506739340	"2017-09-30 04:42:20"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984982765120768	https://www.facebook.com/1684481268504254/posts/1984982765120768	"Manuel G Espinoza shared Orbitv Cuauhtémoc s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22136121_532859113718615_2974136441547784192_n.jpg?oh=ee2f339bbe0b31144b60bb3485541aa9&oe=5A4B8C6F	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22136121_532859113718615_2974136441547784192_n.jpg?oh=fae34d50f22bfc4418ff55eb58beb2aa&oe=5A7CFED5	https://www.facebook.com/orbitvtelevision/videos/532832487054611/	facebook.com	2017-09-30T01:33:00+0000	1506735180	"2017-09-30 03:33:00"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1984919401793771	https://www.facebook.com/1684481268504254/posts/1984919401793771						2017-09-29T21:13:40+0000	1506719620	"2017-09-29 23:13:40"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1984896781796033	https://www.facebook.com/1684481268504254/posts/1984896781796033						2017-09-29T19:37:41+0000	1506713861	"2017-09-29 21:37:41"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1984893868462991	https://www.facebook.com/1684481268504254/posts/1984893868462991	"Liga francesa"					2017-09-29T19:27:38+0000	1506713258	"2017-09-29 21:27:38"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984868575132187	https://www.facebook.com/1684481268504254/posts/1984868575132187	"Maria Herrera Galindez shared Deportes365 Chile s photo to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22008220_2006678772901865_5400816204071820112_n.png?oh=2901bca6aeca186a49206acefb97ffde&oe=5A809C74	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/22008220_2006678772901865_5400816204071820112_n.png?oh=312e230eb6aac98a2ab5041d7120de2a&oe=5A4B9D61	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006678772901865/?type=3	facebook.com	2017-09-29T18:18:53+0000	1506709133	"2017-09-29 20:18:53"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984867518465626	https://www.facebook.com/1684481268504254/posts/1984867518465626	"Maria Herrera Galindez shared Deportes365 Chile s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22008490_2006671822902560_5957189365147686248_n.jpg?oh=063abfcd72c8c410f80051e01b918b3e&oe=5A79E703	https://scontent.xx.fbcdn.net/v/t1.0-9/22008490_2006671822902560_5957189365147686248_n.jpg?oh=2e7aba07162839244e456550c990769a&oe=5A442668	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006671822902560/?type=3	facebook.com	2017-09-29T18:15:08+0000	1506708908	"2017-09-29 20:15:08"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
link	post_user_1684481268504254	1684481268504254_1984845631801148	https://www.facebook.com/1684481268504254/posts/1984845631801148	"Continuamos haciendo un gran trabajo de equipo. El domingo toca luchar por la tercera victoria y mantenernos en la cabeza de la tabla. VAMOS BÁRBAROS.  "	https://external.xx.fbcdn.net/safe_image.php?d=AQB1r7I_GEdmh0f0&w=130&h=130&url=https%3A%2F%2F3.bp.blogspot.com%2F-zjUGnmy3a3c%2FWcvaNLZDzcI%2FAAAAAAAAGOk%2FNpnZe5yv7tkFeyedXU5TxrukU4t2JDCxQCLcBGAs%2Fw1200-h630-p-k-no-nu%2FP9240003.JPG&cfs=1&sx=213&sy=0&sw=630&sh=630&_nc_hash=AQDgxFlOpXmsr23b	https://external.xx.fbcdn.net/safe_image.php?d=AQBiqCg7t2vFxK0l&url=https%3A%2F%2F3.bp.blogspot.com%2F-zjUGnmy3a3c%2FWcvaNLZDzcI%2FAAAAAAAAGOk%2FNpnZe5yv7tkFeyedXU5TxrukU4t2JDCxQCLcBGAs%2Fw1200-h630-p-k-no-nu%2FP9240003.JPG&_nc_hash=AQBygP58emhJfotJ	https://freestyleymotogp.blogspot.com.es/2017/09/segundo-partido-de-liga-dos-de-dos-en.html	freestyleymotogp.blogspot.com.es	2017-09-29T17:22:20+0000	1506705740	"2017-09-29 19:22:20"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984829401802771	https://www.facebook.com/1684481268504254/posts/1984829401802771	"Maria Herrera Galindez shared Deportes365 Chile s photo to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22141151_2006646272905115_7684142446288873896_n.jpg?oh=beae989dc605aaf85836fd15ec36eeaf&oe=5A48CF46	https://scontent.xx.fbcdn.net/v/t1.0-9/22141151_2006646272905115_7684142446288873896_n.jpg?oh=198edca2d5acacb7cc6d437b1ad33e77&oe=5A7DEA2D	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006646272905115/?type=3	facebook.com	2017-09-29T16:31:06+0000	1506702666	"2017-09-29 18:31:06"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
link	post_user_1684481268504254	1684481268504254_1984804431805268	https://www.facebook.com/1684481268504254/posts/1984804431805268	"Los 25 mejores juegos 3DS (Todo tiempo)  #mejoresjuegos3DS #juegos3DS #mejoresjuegos #buzzvizz "	https://external.xx.fbcdn.net/safe_image.php?d=AQCRCU2qkJTPZS0_&w=130&h=130&url=https%3A%2F%2Fi1.wp.com%2Fbuzzvizz.com%2Fwp-content%2Fuploads%2F2017%2F09%2Fmejores-juegos-3DS.jpg%3Ffit%3D940%252C492%26ssl%3D1&cfs=1&_nc_hash=AQB0zSaGyGrbICL8	https://external.xx.fbcdn.net/safe_image.php?d=AQAz2YHaqrYpCNQn&url=https%3A%2F%2Fi1.wp.com%2Fbuzzvizz.com%2Fwp-content%2Fuploads%2F2017%2F09%2Fmejores-juegos-3DS.jpg%3Ffit%3D940%252C492%26ssl%3D1&_nc_hash=AQBHLyYvzHc5hpn0	https://buzzvizz.com/mejores-juegos-3ds/	buzzvizz.com	2017-09-29T15:17:03+0000	1506698223	"2017-09-29 17:17:03"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984802915138753	https://www.facebook.com/1684481268504254/posts/1984802915138753	"Victor Alejandro Acosta Öf̲̲̅̅ı̲̲̅̅c̲̲̅̅ı̲̲̅̅a̲̲̅̅l̲̲̅̅ ̲̲̅̅F̲̲̅̅b shared Zona Deportiva s video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22155719_270410030145321_5513686256472555520_n.jpg?oh=340d8473d06e128916676e0fd6bd6f0f&oe=5A4F1612	https://scontent.xx.fbcdn.net/v/t15.0-10/22155719_270410030145321_5513686256472555520_n.jpg?oh=36c3b2272cc05dd5d003dd380f4e788b&oe=5A39FAFF	https://www.facebook.com/zonadeportivaXX/videos/270408493478808/	facebook.com	2017-09-29T15:14:05+0000	1506698045	"2017-09-29 17:14:05"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984795785139466	https://www.facebook.com/1684481268504254/posts/1984795785139466	"Maria Herrera Galindez shared Deportes365 Chile s photo to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22046654_2006623562907386_1427752299587613203_n.jpg?oh=4a8f3171c1f8c45d776fc306f8494105&oe=5A3EE037	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/22104471_2006623562907386_1427752299587613203_o.jpg?oh=ac2ebfcf81479e6297106e4f44c398e1&oe=5A7A1EB9	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006623562907386/?type=3	facebook.com	2017-09-29T15:00:49+0000	1506697249	"2017-09-29 17:00:49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984793888472989	https://www.facebook.com/1684481268504254/posts/1984793888472989	"Victor Alejandro Acosta Öf̲̲̅̅ı̲̲̅̅c̲̲̅̅ı̲̲̅̅a̲̲̅̅l̲̲̅̅ ̲̲̅̅F̲̲̅̅b shared Zona Deportiva s video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22091106_269673590218965_231484928934543360_n.jpg?oh=2e069be580dfa2540bc717a9d71b2f69&oe=5A3B745E	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22091106_269673590218965_231484928934543360_n.jpg?oh=61c12441f9f29448a6d5a6e52b606b8f&oe=5A3D591B	https://www.facebook.com/zonadeportivaXX/videos/269667346886256/	facebook.com	2017-09-29T14:54:44+0000	1506696884	"2017-09-29 16:54:44"	9	0	9	3	12	0	0	0	0	0	9	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984793638473014	https://www.facebook.com/1684481268504254/posts/1984793638473014	"Victor Alejandro Acosta Öf̲̲̅̅ı̲̲̅̅c̲̲̅̅ı̲̲̅̅a̲̲̅̅l̲̲̅̅ ̲̲̅̅F̲̲̅̅b shared Zona Deportiva s video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22091111_269998276853163_5657373399517757440_n.jpg?oh=7c6fdff6b916e2222b10bc5051e3598b&oe=5A7AF1A1	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22091111_269998276853163_5657373399517757440_n.jpg?oh=a667b367ae579d0d9e2f4dd6acd05d7f&oe=5A491F1B	https://www.facebook.com/zonadeportivaXX/videos/269997030186621/	facebook.com	2017-09-29T14:53:59+0000	1506696839	"2017-09-29 16:53:59"	4	0	4	1	5	0	0	0	0	0	4	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984786548473723	https://www.facebook.com/1684481268504254/posts/1984786548473723	"Maria Herrera Galindez shared Deportes365 Chile s photo to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22007656_2006607042909038_7499822205642165206_n.jpg?oh=35dd50bca47f286b1e03b33d0d6e9745&oe=5A3DACE9	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/22042170_2006607042909038_7499822205642165206_o.jpg?oh=21226c41dc0f0c8c11f40f12654f6f2a&oe=5A806F36	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006607042909038/?type=3	facebook.com	2017-09-29T14:33:14+0000	1506695594	"2017-09-29 16:33:14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984765178475860	https://www.facebook.com/1684481268504254/posts/1984765178475860	"Top 15 Golazos de Leo Messi 2017 HD   Para más vídeos suscribete a 👉https://youtu.be/13EqvoTmBSo"	https://external.xx.fbcdn.net/safe_image.php?d=AQBDqYEmb2Y0Gw05&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F13EqvoTmBSo%2Fmaxresdefault.jpg&cfs=1&sx=259&sy=0&sw=720&sh=720&_nc_hash=AQASwzn2_n2XHhuU	https://external.xx.fbcdn.net/safe_image.php?d=AQDv9ky0wZVBpy1O&w=1280&h=720&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F13EqvoTmBSo%2Fmaxresdefault.jpg&crop&sx=0&sy=0&sw=1280&sh=720&_nc_hash=AQDH_3KNggAUppEt	https://www.youtube.com/attribution_link?a=tGmvEOQ1_6w&u=%2Fwatch%3Fv%3D13EqvoTmBSo%26feature%3Dshare	youtube.com	2017-09-29T13:35:52+0000	1506692152	"2017-09-29 15:35:52"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984717155147329	https://www.facebook.com/1684481268504254/posts/1984717155147329	"Marcelo Sarni shared Futbolizimo s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22136573_1642536052457509_6994887899812462592_n.jpg?oh=4888915d8ab65166456e313a931adf51&oe=5A7EF893	https://scontent.xx.fbcdn.net/v/t15.0-10/22136573_1642536052457509_6994887899812462592_n.jpg?oh=8bfe4609db29cc5eb59900955a0205c9&oe=5A7B45E8	https://www.facebook.com/futbolizimo/videos/1642526502458464/	facebook.com	2017-09-29T11:19:08+0000	1506683948	"2017-09-29 13:19:08"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
