
1 9.03e-06
2 1.2283e-05
3 1.3032e-05
4 1.2351e-05
5 1.4975e-05
6 2.8058e-05
7 3.3555e-05
8 4.3098e-05
9 1.7683e-05
10 5.2238e-05
11 1.0027e-05
12 1.9056e-05
13 1.6389e-05
14 1.743e-05
15 1.8119e-05
16 3.787e-05
17 1.7619e-05
18 4.3019e-05
19 1.7907e-05
20 2.6628e-05
21 3.7837e-05
22 1.2576e-05
23 3.2854e-05
24 4.273e-05
25 1.5041e-05
26 2.4833e-05
27 1.9674e-05
28 2.1057e-05
29 1.8215e-05
30 3.7264e-05
31 1.9103e-05
32 3.3492e-05
33 1.9944e-05
34 1.6222e-05
35 1.788e-05
36 2.3542e-05
37 4.8241e-05
38 2.5267e-05
39 1.3278e-05
40 4.0527e-05
41 2.1528e-05
42 2.5091e-05
43 2.8784e-05
44 1.7364e-05
45 2.1582e-05
46 2.1033e-05
47 1.8968e-05
48 2.9902e-05
49 3.0785e-05
50 1.5246e-05
51 2.0903e-05
52 1.7196e-05
53 2.1329e-05
54 2.4292e-05
55 1.5957e-05
56 4.1667e-05
57 2.7149e-05
58 2.7704e-05
59 4.255e-05
60 3.9529e-05
