
1 5.497e-06
2 4.337e-06
3 5.778e-06
4 4.438e-06
5 8.729e-06
6 8.645e-06
7 1.1857e-05
8 8.906e-06
9 2.9338e-05
10 4.1018e-05
11 3.8781e-05
12 7.2334e-05
13 5.7408e-05
14 9.3846e-05
15 6.335e-06
16 0.000211546
17 0.000478294
18 0.000209088
19 0.000402139
20 0.00108296
21 0.00148965
22 0.0020529
23 0.00183037
24 0.00304699
25 0.00499099
26 0.00253627
27 0.00427714
28 0.0102276
29 0.00425682
30 0.00831278
31 0.00943113
32 0.0186272
33 0.031286
34 0.0347616
35 0.0574164
36 0.100571
37 0.105147
38 0.0347027
39 0.163938
40 0.18818
41 0.20627
42 0.24366
43 0.275892
44 0.258683
45 1.07414
46 1.08317
47 1.47855
48 2.16443
49 2.17894
50 2.18575
51 4.30079
52 5.3923
53 6.36779
54 23.5523
55 52.0758
56 63.2138
57 69.2986
58 102.418
59 277.833
60 499.175
