1000 0.000206586
101000 0.0175681
201000 0.034847
301000 0.053553
401000 0.0727875
501000 0.0946505
601000 0.109563
701000 0.127139
801000 0.148136
901000 0.165491
1001000 0.191101
1101000 0.203639
1201000 0.230212
1301000 0.246857
1401000 0.274719
1501000 0.288183
1601000 0.308171
1701000 0.330536
1801000 0.345937
1901000 0.364522
2001000 0.392313
2101000 0.409327
2201000 0.429662
2301000 0.447043
2401000 0.46795
2501000 0.479125
2601000 0.500739
2701000 0.522603
2801000 0.5421
2901000 0.561965
3001000 0.624299
3101000 0.596283
3201000 0.620889
3301000 0.674727
3401000 0.686379
3501000 0.702584
3601000 0.711378
3701000 0.75356
3801000 0.755886
3901000 0.779501
4001000 0.790688
4101000 0.817692
4201000 0.842991
4301000 0.857039
4401000 0.880675
4501000 0.891602
4601000 0.933834
4701000 0.94083
4801000 0.969288
4901000 0.986025
